client,year_month,total_amount,purchase_count,garden_purchase,target
client18920,2019-06,3999,1,0,0
client18922,2018-02,676,1,0,0
client18922,2018-03,623,2,0,0
client18923,2019-07,5499,1,0,0
client18923,2019-08,10418,1,0,1
client18925,2017-12,3257,2,1,1
client18925,2018-04,7100,1,1,1
client18925,2018-05,17503,2,1,1
client18926,2018-08,19127,3,0,0
client18926,2018-09,8990,1,0,0
client18928,2018-12,1738,1,0,0
client18928,2019-01,3349,5,0,0
client18928,2019-04,5314,3,0,0
client18928,2019-05,166,1,0,1
client18928,2019-06,1108,4,1,0
client18928,2019-08,1253,1,0,1
client18929,2018-02,2059,1,0,0
client18929,2018-03,8411,1,0,0
client18929,2018-04,398,1,0,0
client18929,2018-06,1912,1,0,1
client1893,2019-05,2019,1,0,0
client1893,2019-06,158,1,0,0
client1893,2019-07,29123,2,0,1
client1893,2019-08,768,1,1,0
client18930,2018-08,1051,1,0,0
client18930,2018-10,656,2,0,0
client18930,2018-11,288,1,0,0
client18931,2017-10,7358,2,0,0
client18931,2018-07,159,1,0,0
client18931,2018-08,87,1,0,0
client18931,2019-08,1999,1,0,0
client18932,2018-11,129,1,0,0
client18932,2019-07,1815,1,0,1
client18933,2018-06,22122,3,1,0
client18934,2018-11,4079,3,1,1
client18934,2019-04,1876,1,1,0
client18936,2019-03,34455,4,0,0
client18936,2019-08,1559,1,0,0
client18937,2018-08,999,1,0,0
client18937,2019-03,4999,1,0,0
client18937,2019-04,8724,1,0,0
client18938,2017-10,6117,1,0,0
client18940,2019-06,15283,1,0,0
client18941,2018-10,1140,1,0,1
client18941,2019-04,549,2,1,0
client18941,2019-07,299,1,0,1
client18944,2017-10,3464,2,1,1
client18945,2018-07,6465,1,1,1
client18946,2019-09,159,1,0,0
client18947,2019-06,18346,4,1,1
client18947,2019-07,5266,5,1,0
client18947,2019-08,2247,1,0,1
client18947,2019-09,993,3,1,1
client18949,2019-03,1361,1,0,0
client18949,2019-05,787,1,0,0
client18949,2019-06,69,1,0,0
client18952,2018-05,537,1,1,1
client18952,2018-06,459,1,1,0
client18952,2018-08,3557,2,0,1
client18952,2019-06,13645,2,1,0
client18953,2019-02,759,1,0,1
client18953,2019-04,239,1,1,0
client18953,2019-06,328,3,0,1
client18953,2019-09,165,1,1,0
client18955,2018-08,2815,1,0,0
client18955,2018-10,916,1,0,0
client18955,2018-11,5098,3,0,0
client18955,2018-12,2152,2,0,0
client18955,2019-02,1334,1,0,0
client18955,2019-03,75,1,0,1
client18955,2019-04,2533,1,1,0
client18955,2019-06,557,1,0,0
client18955,2019-07,506,2,0,0
client18956,2018-03,958,1,1,1
client18956,2019-03,327,1,1,1
client18957,2018-10,45000,6,0,0
client18957,2018-11,139,1,0,0
client18957,2018-12,1224,1,0,0
client18957,2019-02,56968,3,0,0
client18957,2019-03,59424,5,0,0
client18957,2019-04,31000,2,0,0
client18957,2019-05,9956,8,0,1
client18957,2019-06,11562,3,1,0
client18957,2019-07,6090,4,0,0
client18958,2019-05,1846,1,0,1
client18958,2019-06,15611,3,1,1
client18962,2017-10,8016,1,0,0
client18963,2017-10,11565,1,0,0
client18963,2018-10,867,2,0,0
client18963,2018-11,636,2,0,0
client18963,2018-12,16723,2,0,0
client18963,2019-01,288,1,0,0
client18963,2019-02,1554,2,0,1
client18963,2019-04,1525,1,1,0
client18963,2019-06,730,1,0,0
client18964,2018-03,1830,1,0,1
client18967,2018-02,330,1,1,0
client18967,2018-09,2737,2,0,0
client18967,2019-03,630,2,0,0
client18968,2018-09,10833,1,0,0
client18968,2018-10,29414,3,0,0
client18969,2018-04,1063,1,0,0
client18969,2018-06,5276,4,0,0
client1897,2019-03,5279,1,1,0
client1897,2019-05,139,1,0,1
client18971,2019-02,2999,1,0,0
client18971,2019-03,532,2,0,1
client18971,2019-04,2378,1,1,0
client18972,2017-11,1665,3,0,0
client18972,2018-07,291,1,0,0
client18972,2019-05,2299,1,0,0
client18972,2019-06,244,1,0,0
client18972,2019-07,806,1,0,0
client18972,2019-08,1541,1,0,0
client18973,2019-06,3699,1,0,0
client18973,2019-09,7297,2,0,0
client18975,2018-04,3223,1,0,0
client18976,2018-05,1474,1,1,0
client18976,2018-09,9603,2,0,0
client18976,2018-10,1092,1,0,0
client18976,2019-01,2693,1,0,1
client18977,2017-12,299,1,0,1
client18979,2018-05,4767,1,0,1
client18979,2018-06,2323,1,1,0
client18980,2018-05,2899,1,0,0
client18980,2018-08,3276,2,0,0
client18980,2018-09,396,1,0,0
client18980,2019-01,580,2,0,0
client18980,2019-02,104,1,0,0
client18980,2019-03,4207,6,0,0
client18980,2019-04,298,1,0,0
client18980,2019-06,489,1,0,0
client18980,2019-07,878,2,0,0
client18980,2019-09,435,1,0,0
client18981,2018-07,10789,2,0,0
client18981,2018-10,225,1,0,0
client18981,2018-12,132,1,0,0
client18981,2019-01,199,1,0,0
client18981,2019-08,11,1,0,0
client18982,2018-03,158,1,1,1
client18983,2018-10,3354,1,0,1
client18983,2018-11,164,1,1,1
client18983,2019-04,1723,2,1,0
client18983,2019-05,12234,3,0,0
client18984,2017-11,5299,1,0,0
client18985,2018-06,117,1,0,1
client18985,2018-07,29,1,1,0
client18986,2018-01,9153,1,1,0
client18986,2019-01,7415,2,0,1
client18986,2019-02,8599,4,1,0
client18987,2018-02,378,1,0,0
client18987,2018-08,636,1,0,0
client18987,2018-10,4368,3,0,0
client18987,2018-11,1106,1,0,0
client18987,2019-02,132,1,0,0
client18987,2019-04,706,1,0,0
client18988,2018-04,1857,1,0,0
client18988,2018-08,14397,5,0,0
client18988,2018-09,3099,2,0,0
client18988,2018-10,2285,2,0,0
client18988,2018-11,5670,2,0,0
client18988,2018-12,1785,1,0,0
client18988,2019-05,1909,1,0,1
client18989,2019-03,2078,1,1,1
client18989,2019-04,1357,2,1,1
client18989,2019-05,696,1,1,1
client18989,2019-06,2038,4,1,0
client18990,2018-12,2755,3,0,0
client18990,2019-02,897,2,0,1
client18990,2019-04,539,2,1,0
client18990,2019-06,10186,1,0,0
client18990,2019-07,392,1,0,0
client18990,2019-08,356,2,0,1
client18990,2019-09,215,1,1,1
client18991,2018-09,3979,2,0,0
client18991,2018-10,1924,3,0,0
client18992,2018-11,3178,1,0,0
client18992,2018-12,1328,2,0,1
client18992,2019-01,207,1,1,1
client18992,2019-02,478,2,1,1
client18992,2019-03,101,1,1,1
client18992,2019-05,279,1,1,1
client18993,2018-01,1626,1,0,0
client18993,2018-06,4288,1,0,0
client18993,2018-07,25946,4,0,0
client18993,2018-08,3081,2,0,0
client18993,2018-11,1977,2,0,0
client18994,2019-04,1014,1,1,0
client18994,2019-06,898,1,0,0
client18995,2017-09,2398,1,0,0
client18995,2018-08,338,1,0,1
client18995,2019-07,2425,2,1,1
client18996,2018-10,6840,3,0,0
client18998,2018-11,32939,3,0,0
client18998,2019-02,3635,4,0,0
client190,2019-09,18152,6,0,0
client1900,2017-11,4094,1,0,0
client1900,2018-01,30,1,0,0
client1900,2018-03,186,1,0,0
client1900,2018-05,214,1,0,0
client1900,2018-08,5999,1,0,0
client19000,2018-10,13119,2,1,0
client19001,2018-03,920,1,1,0
client19001,2018-06,747,1,0,0
client19001,2018-07,904,1,0,0
client19001,2018-10,39,1,0,1
client19003,2019-05,3291,2,1,0
client19005,2018-01,30862,2,0,1
client19006,2018-12,1699,1,0,0
client19006,2019-02,2417,1,0,1
client19007,2019-03,27284,1,0,0
client19007,2019-08,17213,2,0,1
client19008,2019-06,3238,1,0,0
client19008,2019-07,8298,3,0,0
client19008,2019-08,15013,5,0,0
client19008,2019-09,8847,1,0,0
client19009,2017-10,1102,1,1,0
client19009,2017-11,750,1,0,1
client19009,2018-02,1265,1,1,1
client19009,2018-04,1011,1,1,0
client19009,2019-02,483,1,0,1
client19009,2019-03,1480,2,1,0
client1901,2017-12,1689,1,0,0
client1901,2018-03,527,1,0,0
client1901,2018-05,277,1,0,0
client1901,2018-11,745,1,0,0
client1901,2019-02,4198,1,0,0
client19010,2018-03,1405,1,1,1
client19010,2018-10,947,1,1,1
client19010,2018-11,415,1,1,1
client19010,2019-01,187,1,1,0
client19010,2019-02,229,1,0,1
client19010,2019-03,1078,2,1,1
client19010,2019-05,179,1,1,1
client19011,2018-02,977,1,0,0
client19011,2019-03,61,1,0,0
client19011,2019-07,78,1,0,0
client19012,2017-12,425,1,0,0
client19012,2018-01,263,1,0,0
client19013,2018-10,1305,1,1,1
client19013,2019-09,1113,2,1,1
client19014,2019-01,1870,1,0,0
client19016,2019-04,8480,2,1,0
client19016,2019-05,24356,8,0,0
client19016,2019-06,22118,3,0,0
client19016,2019-07,4283,2,0,0
client19016,2019-08,6968,2,0,1
client19016,2019-09,18723,4,1,0
client19017,2017-10,1446,1,0,1
client19017,2018-06,12836,3,1,0
client19018,2018-10,4398,3,0,0
client19018,2019-03,1206,1,0,0
client19018,2019-04,3085,4,0,0
client1902,2018-03,8037,2,0,1
client1902,2018-11,301,1,1,1
client19020,2019-02,8841,6,0,0
client19020,2019-03,267,1,0,1
client19020,2019-04,19926,8,1,1
client19020,2019-05,526,3,1,1
client19020,2019-06,1865,3,1,0
client19020,2019-07,14484,4,0,1
client19020,2019-08,3776,2,1,1
client19021,2018-01,59,1,0,0
client19021,2018-04,7455,2,0,0
client19021,2018-05,3288,2,0,1
client19021,2018-06,727,1,1,0
client19021,2018-12,4192,2,0,0
client19021,2019-01,4199,1,0,1
client19021,2019-07,840,2,1,1
client19022,2018-07,3079,1,0,1
client19022,2018-12,262,2,1,1
client19023,2018-01,382,1,0,0
client19023,2018-02,398,1,0,0
client19023,2018-03,2672,2,0,0
client19023,2018-04,1355,1,0,0
client19023,2018-06,1212,3,0,1
client19023,2018-09,406,2,1,0
client19023,2018-10,108,1,0,1
client19023,2019-03,696,1,1,0
client19023,2019-04,367,1,0,1
client19023,2019-06,5565,3,1,1
client19023,2019-07,136,1,1,0
client19023,2019-08,735,1,0,0
client19024,2019-02,3288,1,0,1
client19025,2018-01,5520,2,0,0
client19025,2018-05,25515,1,0,0
client19025,2018-09,25015,1,0,0
client19025,2018-10,320,1,0,0
client19025,2019-02,837,1,0,0
client19025,2019-03,138,1,0,0
client19025,2019-05,2835,1,0,0
client19025,2019-07,8692,2,0,0
client19025,2019-09,17205,3,0,0
client19026,2019-06,5493,2,0,0
client19027,2018-03,1739,1,1,1
client19027,2018-05,1115,2,1,1
client19028,2017-11,14431,2,0,1
client19028,2017-12,22428,3,1,0
client19028,2018-01,1848,1,0,0
client19028,2018-02,1962,1,0,0
client19028,2018-03,2940,1,0,0
client19028,2018-10,18831,2,0,0
client19028,2019-03,20325,4,0,0
client19028,2019-05,2904,1,0,1
client19028,2019-06,1005,1,1,0
client19028,2019-07,4517,2,0,0
client19028,2019-09,215,1,0,0
client19029,2019-06,4354,1,1,0
client1903,2017-10,2586,2,0,0
client1903,2018-01,329,1,0,1
client1903,2019-06,177,3,1,0
client19031,2017-10,329,1,0,1
client19031,2017-11,616,2,1,0
client19031,2018-08,892,1,0,0
client19031,2018-10,396,1,0,1
client19031,2018-11,212,1,1,0
client19031,2019-01,321,1,0,0
client19031,2019-02,541,2,0,0
client19031,2019-03,2016,2,0,1
client19031,2019-05,891,2,1,1
client19031,2019-08,1060,2,1,0
client19033,2019-02,1015,1,0,0
client19033,2019-04,447,2,0,0
client19033,2019-05,2682,5,0,0
client19033,2019-06,892,2,0,0
client19033,2019-07,399,1,0,0
client19034,2018-05,796,1,1,1
client19034,2018-06,1328,1,1,1
client19036,2018-07,2884,3,0,0
client19036,2018-08,3645,2,0,0
client19036,2018-11,596,1,0,0
client19036,2018-12,892,2,0,0
client19036,2019-02,741,1,0,0
client19036,2019-05,553,1,0,0
client19036,2019-06,3512,2,0,0
client19036,2019-07,155,1,0,0
client19037,2018-05,2959,1,0,0
client19037,2018-06,3399,1,0,0
client19037,2018-11,1028,1,0,0
client19037,2019-04,348,1,0,0
client19037,2019-05,2019,3,0,0
client19038,2018-05,25114,1,0,0
client19038,2018-11,6520,2,0,0
client19038,2018-12,18003,2,0,0
client19038,2019-02,10907,2,0,0
client19038,2019-03,4425,1,0,0
client19038,2019-05,3599,1,0,0
client19038,2019-08,2141,2,0,0
client19038,2019-09,4520,1,0,0
client19040,2018-02,2306,1,0,0
client19041,2018-07,7182,1,0,0
client19041,2018-08,2969,4,0,0
client19041,2018-09,14177,3,0,1
client19041,2018-10,8704,2,1,0
client19041,2018-11,179,1,0,0
client19041,2018-12,2969,5,0,0
client19041,2019-01,225,1,0,1
client19041,2019-02,4703,3,1,0
client19041,2019-03,162,1,0,0
client19041,2019-04,674,1,0,1
client19044,2019-01,89,1,0,0
client19044,2019-03,3709,2,0,0
client19046,2018-12,19397,2,0,0
client19047,2018-10,6572,3,0,0
client19047,2018-11,22684,4,0,0
client19047,2018-12,3505,1,0,0
client19047,2019-01,2305,1,0,0
client19047,2019-02,2778,1,0,0
client19047,2019-05,10553,1,0,0
client19048,2018-08,16516,11,0,0
client19048,2018-09,13663,10,0,0
client19048,2018-10,8015,12,0,0
client19048,2018-11,2174,1,0,0
client19049,2018-06,7198,1,0,0
client19049,2018-09,2216,2,0,0
client19049,2018-10,7154,4,0,0
client19049,2018-11,3219,4,0,0
client19049,2019-03,838,1,0,0
client19049,2019-04,29,1,0,1
client19050,2018-03,2094,1,0,0
client19051,2019-01,648,1,0,0
client19051,2019-03,189,1,0,0
client19051,2019-04,259,1,0,0
client19051,2019-05,99,1,0,0
client19053,2018-01,4693,5,1,0
client19053,2018-02,562,1,0,0
client19054,2018-03,899,1,1,0
client19054,2018-04,2235,2,0,1
client19054,2018-05,567,2,1,0
client19054,2018-10,5486,3,0,0
client19054,2018-11,1081,1,0,0
client19054,2018-12,1808,3,0,0
client19054,2019-01,1675,3,0,0
client19054,2019-02,454,1,0,0
client19054,2019-03,5190,7,0,0
client19054,2019-04,10549,3,0,0
client19054,2019-05,1789,5,0,0
client19054,2019-09,99,1,0,0
client19055,2017-10,1218,1,0,0
client19055,2017-11,990,1,0,0
client19055,2018-02,59,1,0,0
client19055,2018-03,116,1,0,0
client19055,2018-04,59,1,0,0
client19055,2018-09,219,1,0,0
client19056,2018-05,12458,1,1,1
client19058,2018-11,2499,1,0,1
client19058,2019-01,267,1,1,0
client19059,2018-09,10010,6,0,0
client19059,2018-10,7860,5,0,0
client19059,2018-11,28432,17,0,0
client19059,2018-12,27444,6,0,1
client19059,2019-01,3585,1,1,0
client19059,2019-03,89,1,0,0
client19059,2019-05,62,1,0,0
client19059,2019-06,2768,3,0,0
client19059,2019-07,12607,9,0,0
client19059,2019-08,2268,3,0,0
client19059,2019-09,1416,1,0,0
client19063,2019-09,3049,2,0,0
client19064,2017-12,1161,1,0,0
client19064,2018-10,473,1,0,0
client19064,2019-05,299,1,0,0
client19064,2019-06,907,3,0,0
client19066,2018-04,7783,2,0,1
client19067,2018-10,894,2,0,0
client19067,2019-02,50,1,0,0
client19067,2019-04,89,1,0,0
client19067,2019-06,655,1,0,0
client19068,2017-09,732,1,0,1
client19069,2018-10,2837,1,0,0
client19069,2018-11,29671,7,0,0
client19069,2018-12,1259,3,0,0
client19069,2019-01,7342,4,0,1
client19069,2019-02,8536,7,1,0
client19069,2019-03,11291,6,0,0
client19069,2019-04,20823,10,0,0
client19069,2019-06,2939,6,0,1
client19069,2019-07,469,3,1,1
client19069,2019-08,199,1,1,0
client1907,2017-11,3071,1,0,0
client1907,2017-12,2269,3,0,0
client1907,2018-12,2490,1,0,1
client1907,2019-03,2899,1,1,1
client1907,2019-05,436,1,1,1
client1907,2019-07,962,1,1,0
client19072,2018-01,14569,3,0,0
client19073,2018-12,780,1,0,1
client19074,2018-05,1136,1,1,0
client19074,2018-11,844,1,0,0
client19074,2019-06,117,1,0,0
client19075,2019-06,4750,7,0,0
client19076,2018-11,9594,1,0,0
client19077,2018-03,737,1,0,0
client19077,2018-05,696,1,0,1
client19077,2018-08,185,1,1,0
client19077,2019-05,1167,1,0,0
client19078,2018-07,53957,34,1,0
client19078,2018-08,6691,4,0,0
client19078,2018-10,858,1,0,1
client19078,2018-11,26560,14,1,0
client19078,2019-01,1605,2,0,1
client19078,2019-03,22667,9,1,1
client19078,2019-04,115446,38,1,1
client19078,2019-05,63259,20,1,1
client19078,2019-06,50707,3,1,1
client19079,2018-04,3300,2,1,1
client19079,2018-10,267,1,1,0
client19079,2019-01,3105,2,0,0
client19079,2019-02,110,1,0,1
client19081,2019-04,4976,2,1,1
client19081,2019-05,1041,1,1,0
client19083,2018-12,1204,1,0,0
client19084,2018-10,6844,4,1,0
client19084,2019-01,3626,1,0,1
client19084,2019-05,13496,3,1,1
client19084,2019-06,1678,7,1,1
client19084,2019-07,3122,1,1,1
client19086,2018-03,6189,3,0,0
client19086,2018-07,486,1,0,0
client19086,2018-12,2056,2,0,0
client19086,2019-01,16230,7,0,0
client19086,2019-02,3045,5,0,0
client19086,2019-03,959,3,0,0
client19086,2019-04,597,2,0,0
client19086,2019-05,317,1,0,0
client19086,2019-06,1593,3,0,0
client19086,2019-07,765,1,0,1
client19086,2019-08,626,3,1,1
client19086,2019-09,1657,3,1,0
client19088,2018-06,1601,1,1,0
client19088,2018-08,677,1,0,1
client19089,2019-08,4495,1,1,1
client1909,2018-08,2059,1,0,0
client19090,2018-01,178,1,0,0
client19092,2018-04,4866,1,1,0
client19092,2018-07,11495,1,0,0
client19092,2018-09,5246,1,0,0
client19092,2018-10,199,1,0,0
client19092,2018-11,2410,1,0,0
client19092,2019-01,2551,1,0,0
client19092,2019-02,1665,1,0,0
client19092,2019-04,4614,3,0,1
client19092,2019-05,11134,6,1,0
client19092,2019-06,457,1,0,0
client19093,2019-05,11974,2,0,0
client19094,2019-06,13690,2,0,0
client19095,2019-01,5500,1,1,1
client19096,2018-01,1223,1,0,1
client19096,2018-05,1879,1,1,1
client19096,2018-11,1723,1,1,1
client19098,2018-09,21536,14,0,0
client19099,2019-08,269,1,0,0
client19099,2019-09,1359,1,0,1
client191,2017-10,3858,1,0,0
client191,2019-03,184,1,0,1
client1910,2018-11,2652,2,0,0
client1910,2018-12,458,1,0,0
client1910,2019-01,158,1,0,0
client1910,2019-03,899,1,0,0
client1910,2019-05,298,2,0,0
client19104,2018-03,2670,3,1,1
client19104,2018-12,721,2,1,1
client19104,2019-02,326,1,1,1
client19104,2019-03,5071,3,1,0
client19105,2018-11,3715,2,1,0
client19105,2018-12,5666,2,0,1
client19105,2019-01,261,1,1,1
client19105,2019-02,3095,3,1,0
client19106,2018-10,4053,1,0,0
client19106,2018-11,125,1,0,1
client19108,2017-09,12990,1,0,0
client19108,2017-12,947,3,0,0
client19108,2018-11,1882,2,0,0
client19108,2018-12,929,3,0,0
client19108,2019-03,996,3,0,1
client19108,2019-04,695,1,1,0
client19108,2019-05,1953,2,0,1
client19108,2019-07,890,2,1,0
client19110,2019-06,36216,3,1,1
client19110,2019-07,2460,2,1,1
client19110,2019-08,4242,3,1,0
client19110,2019-09,18394,5,0,1
client19111,2018-04,6796,1,0,1
client19111,2018-05,871,1,1,1
client19111,2018-06,1685,2,1,1
client19111,2018-07,900,1,1,0
client19111,2018-08,516,1,0,1
client19111,2018-10,379,1,1,1
client19111,2019-04,3145,4,1,1
client19111,2019-05,6896,5,1,1
client19111,2019-06,3251,1,1,1
client19111,2019-07,94,1,1,1
client19111,2019-08,4205,2,1,0
client19112,2018-06,597,1,1,0
client19112,2019-03,291,1,0,0
client19112,2019-09,290,1,0,1
client19113,2019-03,4739,2,1,1
client19113,2019-04,1595,2,1,0
client19113,2019-08,8615,2,0,0
client19114,2018-09,6446,1,0,0
client19114,2018-10,9772,4,0,0
client19114,2018-11,3161,3,0,1
client19114,2018-12,31,1,1,0
client19114,2019-06,2374,1,0,0
client19115,2018-02,18244,2,0,0
client19117,2018-09,1112,1,0,0
client19117,2018-11,11978,4,0,0
client19117,2019-01,245,2,0,0
client19117,2019-02,160,1,0,0
client19117,2019-03,333,2,0,0
client19117,2019-04,139,1,0,1
client19119,2019-01,928,1,0,0
client19119,2019-04,198,1,0,0
client19119,2019-05,550,1,0,0
client1912,2019-05,17689,2,0,1
client1912,2019-06,1240,2,1,1
client19120,2017-09,1662,2,0,0
client19120,2017-10,399,1,0,0
client19120,2018-01,635,1,0,1
client19120,2018-03,1417,2,1,0
client19120,2018-04,496,2,0,1
client19120,2018-06,1815,1,1,0
client19120,2018-07,158,1,0,0
client19120,2018-08,1490,3,0,1
client19120,2018-09,89,1,1,0
client19120,2018-12,598,2,0,0
client19120,2019-05,916,2,0,0
client19120,2019-07,158,1,0,0
client19120,2019-08,714,2,0,0
client19122,2018-12,56399,3,0,0
client19122,2019-01,6910,5,0,0
client19123,2017-09,3056,1,0,1
client19123,2017-10,754,1,1,1
client19123,2018-02,1383,1,1,0
client19123,2018-04,1727,1,0,0
client19123,2018-06,9999,1,0,1
client19124,2017-09,9195,1,0,0
client19124,2017-10,70,1,0,0
client19124,2018-04,3670,2,0,0
client19124,2018-09,9164,2,0,0
client19124,2019-02,6755,1,0,0
client19125,2018-04,1074,1,1,0
client19125,2018-07,655,1,0,0
client19126,2018-04,1307,1,0,1
client19126,2018-05,386,1,1,1
client19126,2018-06,174,2,1,0
client19126,2018-07,897,2,0,0
client19126,2018-12,2807,1,0,0
client19126,2019-02,99,1,0,1
client19127,2018-11,3226,1,1,1
client19127,2019-02,270,1,1,1
client19127,2019-03,237,1,1,1
client19129,2018-01,7141,1,1,1
client19130,2017-10,424,1,1,1
client19130,2018-03,2705,1,1,1
client19130,2018-05,99,1,1,0
client19130,2018-09,428,1,0,1
client19131,2019-05,5560,2,1,1
client19131,2019-06,496,1,1,0
client19131,2019-08,3899,1,0,1
client19131,2019-09,775,1,1,0
client19133,2018-10,8729,1,0,0
client19134,2018-04,1598,2,0,0
client19135,2019-04,8999,1,0,0
client19138,2018-09,1674,2,0,0
client19138,2018-10,1591,1,0,1
client19138,2018-11,5180,5,1,0
client19138,2018-12,1787,4,0,0
client19138,2019-01,4871,6,0,0
client19138,2019-02,3774,4,0,0
client19138,2019-03,348,2,0,1
client19138,2019-04,3426,4,1,0
client19138,2019-08,179,1,0,1
client19139,2018-10,4258,1,0,1
client1914,2018-01,866,1,1,1
client19140,2018-12,2955,2,0,0
client19140,2019-01,557,1,0,0
client19140,2019-02,229,1,0,0
client19140,2019-06,119,1,0,0
client19140,2019-08,333,1,0,0
client19143,2018-07,6988,12,0,0
client19143,2018-08,3108,5,0,0
client19143,2018-09,1091,2,0,0
client19144,2017-11,18171,2,0,1
client19144,2017-12,22264,4,1,0
client19144,2018-01,15493,7,0,1
client19144,2018-02,4634,3,1,1
client19144,2018-03,4411,3,1,0
client19144,2018-04,11295,1,0,1
client19144,2018-05,1798,1,1,1
client19144,2018-06,22006,3,1,1
client19144,2018-08,15623,7,1,0
client19144,2018-10,6859,2,0,0
client19144,2018-11,2360,1,0,0
client19144,2018-12,822,1,0,0
client19144,2019-01,17530,2,0,1
client19144,2019-02,340,1,1,1
client19144,2019-03,683,2,1,0
client19144,2019-04,3297,2,0,1
client19144,2019-05,12258,6,1,0
client19144,2019-06,825,1,0,1
client19145,2019-06,25229,9,0,0
client19145,2019-07,5477,8,0,0
client19145,2019-08,5034,7,0,0
client19147,2019-08,2598,1,0,0
client19148,2018-01,344,1,0,1
client19148,2018-03,144,1,1,0
client19148,2018-04,2188,1,0,1
client19148,2018-05,285,1,1,0
client19148,2018-08,598,1,0,0
client19148,2018-10,125,1,0,0
client19148,2018-12,6831,2,0,0
client19148,2019-04,758,1,0,0
client19148,2019-05,292,2,0,0
client19148,2019-06,573,1,0,0
client19148,2019-08,1394,1,0,0
client19149,2018-01,3599,1,0,1
client19149,2018-04,2255,1,1,0
client19149,2018-05,782,1,0,0
client19149,2018-06,356,1,0,0
client19150,2018-10,1809,2,0,0
client19150,2018-11,439,1,0,0
client19150,2018-12,249,1,0,0
client19150,2019-02,1879,1,0,0
client19150,2019-06,19837,4,0,0
client19150,2019-07,11728,5,0,0
client19150,2019-08,1243,1,0,0
client19154,2018-03,5707,1,0,0
client19154,2018-04,278,1,0,1
client19154,2018-09,300,1,1,0
client19154,2018-11,694,1,0,0
client19154,2018-12,218,1,0,0
client19154,2019-04,239,2,0,0
client19154,2019-05,6238,2,0,0
client19154,2019-07,2246,1,0,0
client19154,2019-08,1664,1,0,0
client19154,2019-09,21389,2,0,0
client19159,2018-08,27926,8,0,0
client19159,2018-09,6303,4,0,0
client19159,2018-10,97170,5,0,0
client19159,2018-11,1529,1,0,0
client19159,2019-01,892,1,0,0
client19159,2019-02,11538,6,0,0
client19159,2019-07,8651,1,0,0
client19160,2017-10,3822,1,1,1
client19160,2017-11,198,1,1,0
client19160,2018-03,741,1,0,1
client19160,2018-06,728,1,1,1
client19160,2018-08,1267,1,1,0
client19160,2018-12,12690,1,0,0
client19160,2019-03,4649,1,0,1
client19160,2019-04,71,1,1,1
client19161,2018-01,29,1,0,1
client19163,2019-06,4721,1,0,1
client19164,2018-03,1007,1,0,0
client19164,2018-04,369,1,0,1
client19164,2018-05,119,1,1,1
client19164,2018-06,198,2,1,1
client19164,2018-07,44,1,1,0
client19164,2018-09,145,1,0,1
client19164,2018-10,29,1,1,0
client19164,2018-12,261,1,0,1
client19164,2019-01,440,2,1,1
client19164,2019-02,171,1,1,1
client19164,2019-03,180,1,1,0
client19164,2019-05,1152,1,0,0
client19164,2019-06,4379,1,0,0
client19164,2019-09,297,1,0,1
client19166,2017-12,5343,1,0,0
client19166,2019-01,283,1,0,0
client19166,2019-03,5769,3,0,0
client19166,2019-04,220,1,0,1
client19167,2018-07,1204,1,1,0
client19167,2018-08,1629,1,0,0
client19167,2018-09,3959,2,0,0
client19167,2018-10,2697,1,0,0
client19167,2018-11,2172,1,0,0
client19167,2018-12,17744,2,0,0
client19167,2019-01,3212,2,0,0
client19167,2019-04,2794,2,0,0
client19169,2018-05,1697,1,0,0
client19169,2018-09,9906,3,0,0
client19170,2018-07,563,1,0,0
client19171,2018-07,1077,1,0,0
client19171,2018-08,628,1,0,0
client19171,2018-11,654,1,0,0
client19171,2019-02,2332,3,0,1
client19173,2019-06,11601,2,1,0
client19173,2019-07,1623,3,0,0
client19173,2019-08,4826,2,0,0
client19174,2019-09,5225,4,0,0
client19175,2017-12,4260,1,1,0
client19175,2018-02,4499,1,0,1
client19175,2018-03,9012,2,1,1
client19175,2018-04,2072,1,1,0
client19175,2018-05,837,3,0,0
client19175,2018-12,1287,1,0,1
client19175,2019-01,124,1,1,0
client19175,2019-03,24779,4,0,0
client19175,2019-04,3464,1,0,0
client19175,2019-07,12754,1,0,0
client19176,2018-02,1599,1,1,1
client19178,2018-05,9370,1,0,0
client19178,2018-06,1148,1,0,0
client19178,2018-07,1571,1,0,0
client19178,2018-08,127,1,0,0
client19178,2018-09,60,1,0,0
client19178,2019-01,69,1,0,0
client19179,2017-10,1557,1,0,0
client19179,2017-12,3283,1,0,0
client19179,2018-02,9658,6,0,0
client19179,2018-03,881,2,0,1
client19179,2018-04,8512,4,1,0
client19179,2019-04,88,1,0,0
client19179,2019-05,1171,1,0,0
client19179,2019-07,615,2,0,0
client1918,2018-04,1648,1,1,0
client1918,2018-05,47703,2,0,1
client1918,2019-01,4612,1,1,1
client1918,2019-05,9173,3,1,1
client1918,2019-06,32993,5,1,0
client1918,2019-07,1235,1,0,0
client19180,2019-05,14506,4,0,0
client19181,2018-11,1059,1,0,0
client19181,2019-01,9336,3,0,0
client19181,2019-02,10905,2,0,0
client19181,2019-04,78,1,0,0
client19181,2019-05,2000,3,0,0
client19181,2019-07,2504,2,0,1
client19181,2019-09,1360,2,1,1
client19182,2018-04,955,1,0,1
client19182,2018-06,20090,4,1,0
client19182,2018-07,189,1,0,1
