client,recency,frequency,monetary,total_quantity,avg_check,total_unique_items,avg_items_per_visit,weekend_visits,amount_last_visit,event
client19526,560,9,12941,62,1437.888888888889,15,6.888888888888889,3.0,74,False
client19527,394,2,4581,15,2290.5,6,7.5,0.0,2944,True
client19528,30,11,20737,83,1885.1818181818182,44,7.545454545454546,1.0,39,False
client19529,55,5,6794,38,1358.8,17,7.6,4.0,181,False
client1953,392,1,749,7,749.0,6,7.0,1.0,69,False
client19530,140,8,6002,69,750.25,43,8.625,5.0,294,True
client19531,108,9,29773,63,3308.1111111111113,36,7.0,6.0,811,False
client19532,59,1,9990,1,9990.0,1,1.0,0.0,9990,False
client19534,112,3,4021,29,1340.3333333333333,18,9.666666666666666,2.0,599,False
client19535,23,1,3382,8,3382.0,4,8.0,0.0,358,False
client19537,97,4,9335,37,2333.75,18,9.25,0.0,338,False
client19538,28,1,6499,1,6499.0,1,1.0,1.0,6499,False
client19539,283,19,15587,118,820.3684210526316,33,6.2105263157894735,1.0,25,False
client1954,407,2,888,15,444.0,9,7.5,1.0,99,False
client19540,249,1,559,1,559.0,1,1.0,0.0,559,False
client19541,355,1,2549,11,2549.0,5,11.0,0.0,417,False
client19542,451,5,41110,45,8222.0,24,9.0,1.0,66,False
client19544,109,1,272,10,272.0,8,10.0,0.0,42,False
client19545,44,2,8540,16,4270.0,4,8.0,0.0,5390,False
client19546,121,5,44007,27,8801.4,15,5.4,3.0,75,False
client19547,408,1,1456,20,1456.0,3,20.0,0.0,189,False
client19548,154,4,6480,101,1620.0,82,25.25,1.0,76,False
client19549,358,1,750,1,750.0,1,1.0,1.0,750,False
client1955,279,2,1273,10,636.5,7,5.0,1.0,38,False
client19550,83,5,7614,35,1522.8,17,7.0,1.0,1091,False
client19551,378,1,7799,1,7799.0,1,1.0,1.0,7799,False
client19552,123,8,17631,97,2203.875,33,12.125,1.0,409,False
client19553,372,1,1275,5,1275.0,2,5.0,1.0,319,False
client19554,68,1,7598,2,7598.0,1,2.0,0.0,7598,False
client19555,5,4,18401,15,4600.25,8,3.75,1.0,2493,True
client19556,134,4,3645,84,911.25,17,21.0,3.0,70,False
client19557,396,1,662,4,662.0,3,4.0,0.0,119,False
client19558,18,14,16165,92,1154.642857142857,41,6.571428571428571,4.0,396,True
client19559,593,2,1617,9,808.5,5,4.5,1.0,65,False
client1956,616,2,25726,9,12863.0,6,4.5,1.0,313,False
client19560,18,5,16610,75,3322.0,12,15.0,1.0,1947,True
client19562,116,2,21044,6,10522.0,5,3.0,0.0,9499,False
client19563,6,2,1862,6,931.0,5,3.0,0.0,550,False
client19564,66,45,33417,178,742.6,82,3.9555555555555557,18.0,399,True
client19565,89,3,15831,123,5277.0,14,41.0,2.0,380,False
client19566,574,1,662,11,662.0,8,11.0,1.0,49,False
client19567,182,2,2981,10,1490.5,9,5.0,1.0,352,False
client19568,78,6,2740,60,456.6666666666667,41,10.0,3.0,23,False
client19569,160,1,10715,9,10715.0,9,9.0,0.0,20,False
client1957,154,1,2512,18,2512.0,10,18.0,1.0,298,False
client19570,719,1,2152,4,2152.0,1,4.0,0.0,2152,True
client19571,379,1,936,6,936.0,5,6.0,1.0,398,False
client19573,128,20,11308,49,565.4,36,2.45,8.0,249,False
client19574,20,34,34515,169,1015.1470588235294,62,4.970588235294118,14.0,589,True
client19575,275,2,1834,3,917.0,3,1.5,1.0,332,False
client19576,476,2,2336,12,1168.0,4,6.0,1.0,837,False
client19577,121,4,41912,73,10478.0,47,18.25,2.0,20890,False
client19578,28,14,11654,54,832.4285714285714,32,3.857142857142857,7.0,577,False
client19579,118,5,3566,27,713.2,6,5.4,0.0,324,False
client1958,560,1,10858,22,10858.0,12,22.0,1.0,299,False
client19580,156,1,468,2,468.0,2,2.0,0.0,369,False
client19581,555,1,1411,27,1411.0,17,27.0,0.0,89,False
client19582,7,21,84174,187,4008.285714285714,116,8.904761904761905,6.0,29,True
client19583,481,3,17818,30,5939.333333333333,10,10.0,2.0,1107,False
client19584,573,1,372,3,372.0,2,3.0,0.0,230,False
client19585,66,1,15276,14,15276.0,3,14.0,0.0,2077,False
client19586,43,18,86779,231,4821.055555555556,96,12.833333333333334,6.0,380,True
client19587,55,4,3262,21,815.5,14,5.25,0.0,49,False
client19588,548,1,1456,36,1456.0,12,36.0,0.0,15,False
client1959,462,2,1981,7,990.5,7,3.5,1.0,85,False
client19590,10,2,4141,17,2070.5,6,8.5,0.0,799,True
client19591,118,2,9222,3,4611.0,3,1.5,0.0,1999,False
client19592,51,8,4549,41,568.625,31,5.125,4.0,1097,False
client19594,220,3,18968,17,6322.666666666667,3,5.666666666666667,1.0,1199,False
client19595,83,18,35115,170,1950.8333333333333,62,9.444444444444445,3.0,72,True
client19596,50,1,1225,7,1225.0,6,7.0,1.0,69,False
client19597,137,1,11396,4,11396.0,4,4.0,0.0,249,False
client19598,178,1,7259,21,7259.0,14,21.0,0.0,198,False
client19599,103,3,4568,63,1522.6666666666667,19,21.0,1.0,95,False
client196,373,1,6784,66,6784.0,2,66.0,0.0,5785,False
client1960,160,1,79,1,79.0,1,1.0,0.0,79,False
client19600,9,34,28138,211,827.5882352941177,76,6.205882352941177,15.0,59,False
client19601,266,1,3995,5,3995.0,1,5.0,1.0,3995,False
client19602,5,27,46587,180,1725.4444444444443,66,6.666666666666667,8.0,149,False
client19603,93,10,12001,38,1200.1,19,3.8,3.0,1086,False
client19604,506,1,1452,47,1452.0,41,47.0,0.0,29,False
client19605,92,1,1057,3,1057.0,2,3.0,1.0,398,False
client19606,2,44,34304,228,779.6363636363636,128,5.181818181818182,19.0,85,True
client19607,112,3,2998,4,999.3333333333334,4,1.3333333333333333,3.0,2699,False
client19608,380,1,2190,10,2190.0,1,10.0,0.0,2190,False
client19609,171,12,16617,28,1384.75,20,2.3333333333333335,2.0,25,False
client1961,116,3,9542,26,3180.6666666666665,22,8.666666666666666,1.0,123,True
client19610,543,1,359,1,359.0,1,1.0,0.0,359,False
client19611,10,6,7067,83,1177.8333333333333,54,13.833333333333334,1.0,198,True
client19612,197,1,6894,8,6894.0,4,8.0,1.0,1899,False
client19613,50,3,4859,6,1619.6666666666667,5,2.0,3.0,42,True
client19614,231,1,699,1,699.0,1,1.0,1.0,699,False
client19615,176,2,2663,9,1331.5,7,4.5,1.0,149,False
client19616,23,14,14788,71,1056.2857142857142,42,5.071428571428571,3.0,192,True
client19617,34,2,3398,2,1699.0,2,1.0,1.0,2499,False
client19618,245,1,1476,11,1476.0,9,11.0,1.0,114,False
client19619,53,2,410,8,205.0,5,4.0,0.0,94,False
client1962,277,4,36277,137,9069.25,19,34.25,2.0,1936,True
client19620,357,1,499,1,499.0,1,1.0,1.0,499,False
client19621,18,13,33697,113,2592.076923076923,24,8.692307692307692,3.0,319,False
client19622,75,9,4520,55,502.22222222222223,47,6.111111111111111,4.0,259,False
client19623,1,1,1926,10,1926.0,4,10.0,1.0,1347,True
client19624,408,1,2792,8,2792.0,1,8.0,0.0,2792,False
client19625,433,5,10871,26,2174.2,17,5.2,1.0,19,False
client19626,43,39,56295,347,1443.4615384615386,107,8.897435897435898,10.0,25,False
client19627,91,2,999,12,499.5,11,6.0,1.0,16,False
client19628,36,4,8680,21,2170.0,16,5.25,2.0,12,True
client19629,25,3,6135,13,2045.0,9,4.333333333333333,1.0,237,False
client1963,9,22,75129,189,3414.9545454545455,123,8.590909090909092,3.0,72,True
client19630,533,2,7326,24,3663.0,2,12.0,1.0,5933,False
client19631,38,9,6256,46,695.1111111111111,28,5.111111111111111,6.0,199,True
client19633,97,8,13525,47,1690.625,32,5.875,2.0,149,True
client19634,51,2,4261,27,2130.5,19,13.5,0.0,20,False
client19635,20,7,38754,21,5536.285714285715,19,3.0,2.0,551,False
client19636,524,2,2744,47,1372.0,42,23.5,1.0,269,False
client19637,498,2,1767,7,883.5,3,3.5,1.0,249,False
client19638,188,2,2483,12,1241.5,10,6.0,0.0,599,False
client19639,79,7,5252,34,750.2857142857143,23,4.857142857142857,3.0,149,True
client1964,224,1,2137,3,2137.0,2,3.0,1.0,1999,False
client19640,468,1,3252,8,3252.0,6,8.0,0.0,699,False
client19641,389,1,2633,19,2633.0,2,19.0,0.0,57,False
client19642,338,1,2796,4,2796.0,1,4.0,0.0,2796,False
client19644,205,7,24703,34,3529.0,14,4.857142857142857,2.0,6399,False
client19645,56,7,4522,45,646.0,40,6.428571428571429,3.0,79,False
client19646,10,49,117037,293,2388.5102040816328,65,5.979591836734694,12.0,495,True
client19647,6,1,12365,6,12365.0,4,6.0,0.0,699,False
client19648,19,19,39785,147,2093.9473684210525,39,7.7368421052631575,8.0,115,True
client1965,50,2,2319,7,1159.5,5,3.5,1.0,119,True
client19650,44,16,15075,93,942.1875,40,5.8125,3.0,298,False
client19651,18,37,72741,180,1965.972972972973,64,4.864864864864865,10.0,22,True
client19653,39,4,11304,35,2826.0,21,8.75,1.0,607,False
client19654,63,16,31129,134,1945.5625,93,8.375,8.0,94,False
client19655,131,2,1212,14,606.0,10,7.0,0.0,79,False
client19656,365,3,11681,45,3893.6666666666665,11,15.0,1.0,354,False
client19657,210,5,7735,53,1547.0,36,10.6,3.0,1189,False
client19658,11,8,11078,47,1384.75,27,5.875,2.0,699,False
client1966,111,1,9990,1,9990.0,1,1.0,0.0,9990,False
client19660,533,1,1004,2,1004.0,2,2.0,1.0,649,False
client19661,216,2,5154,102,2577.0,43,51.0,1.0,41,False
client19662,14,5,22976,21,4595.2,5,4.2,1.0,1899,False
client19663,19,5,5711,13,1142.2,12,2.6,1.0,29,True
client19665,259,1,4499,1,4499.0,1,1.0,1.0,4499,False
client19667,22,40,23643,212,591.075,99,5.3,13.0,1038,True
client19668,38,4,16138,59,4034.5,29,14.75,2.0,397,False
client19669,266,9,139594,262,15510.444444444445,47,29.11111111111111,4.0,97,False
client1967,316,2,29521,33,14760.5,13,16.5,1.0,250,False
client19671,660,2,1323,3,661.5,3,1.5,1.0,105,False
client19672,171,7,20495,42,2927.8571428571427,22,6.0,1.0,42,False
client19673,3,4,10098,194,2524.5,88,48.5,1.0,42,False
client19674,75,2,3061,5,1530.5,5,2.5,0.0,59,False
client19675,628,2,1064,6,532.0,4,3.0,1.0,199,True
client19676,636,3,5965,15,1988.3333333333333,5,5.0,0.0,458,False
client19677,110,1,890,10,890.0,4,10.0,0.0,396,False
client19678,1,8,7665,69,958.125,51,8.625,6.0,89,True
client19679,53,4,10319,51,2579.75,28,12.75,1.0,94,True
client1968,169,1,1539,16,1539.0,13,16.0,1.0,50,False
client19680,372,1,5846,14,5846.0,5,14.0,1.0,2299,False
client19683,124,2,14185,24,7092.5,11,12.0,1.0,13,False
client19684,297,4,4326,10,1081.5,8,2.5,1.0,705,False
client19685,117,2,2104,23,1052.0,14,11.5,1.0,89,True
client19686,23,5,4917,11,983.4,11,2.2,1.0,129,False
client19687,627,1,2166,10,2166.0,8,10.0,0.0,189,False
client19688,30,5,5523,52,1104.6,37,10.4,1.0,178,False
client19689,217,2,1868,32,934.0,23,16.0,1.0,35,False
client1969,102,5,1356,16,271.2,12,3.2,0.0,59,False
client19690,12,36,19337,188,537.1388888888889,91,5.222222222222222,6.0,58,True
client19691,511,1,4115,13,4115.0,8,13.0,1.0,109,False
client19692,45,1,3877,9,3877.0,4,9.0,0.0,499,False
client19693,47,7,3633,29,519.0,19,4.142857142857143,2.0,99,False
client19694,14,7,4311,31,615.8571428571429,19,4.428571428571429,4.0,25,True
client19695,121,10,5320,84,532.0,55,8.4,3.0,78,False
client19696,4,4,10582,17,2645.5,12,4.25,0.0,6990,False
client19697,34,5,492,8,98.4,7,1.6,1.0,59,False
client19698,39,1,3613,7,3613.0,5,7.0,0.0,559,False
client19699,380,4,3248,20,812.0,19,5.0,0.0,99,False
client197,4,26,15870,112,610.3846153846154,70,4.3076923076923075,6.0,59,True
client1970,52,6,18752,42,3125.3333333333335,18,7.0,2.0,1899,False
client19700,52,6,23551,40,3925.1666666666665,13,6.666666666666667,2.0,158,True
client19701,17,12,31064,119,2588.6666666666665,65,9.916666666666666,2.0,1799,True
client19702,76,4,632,8,158.0,7,2.0,0.0,199,False
client19703,252,1,258,2,258.0,2,2.0,1.0,139,False
client19704,193,2,5341,86,2670.5,56,43.0,0.0,16,False
client19705,119,2,7558,7,3779.0,6,3.5,2.0,93,False
client19706,24,1,1999,1,1999.0,1,1.0,0.0,1999,False
client19707,55,6,10422,30,1737.0,16,5.0,2.0,622,False
client19708,241,2,2378,2,1189.0,2,1.0,0.0,679,False
client19709,352,2,8336,15,4168.0,12,7.5,1.0,249,True
client1971,81,1,12606,35,12606.0,22,35.0,0.0,38,False
client19710,29,1,2999,1,2999.0,1,1.0,1.0,2999,False
client19711,54,4,5981,9,1495.25,7,2.25,1.0,159,False
client19712,15,15,27279,83,1818.6,58,5.533333333333333,8.0,5,True
client19713,351,2,3638,15,1819.0,8,7.5,1.0,998,False
client19714,101,3,12659,18,4219.666666666667,13,6.0,1.0,399,False
client19716,15,2,7577,7,3788.5,4,3.5,1.0,1119,False
client19717,62,11,46431,56,4221.0,18,5.090909090909091,4.0,138,True
client19718,8,16,23544,73,1471.5,30,4.5625,4.0,5599,False
client19719,5,4,5491,33,1372.75,6,8.25,1.0,349,False
client1972,12,6,32471,101,5411.833333333333,34,16.833333333333332,2.0,109,True
client19720,232,6,12265,78,2044.1666666666667,25,13.0,2.0,999,False
client19721,424,2,9955,26,4977.5,13,13.0,1.0,349,False
client19722,217,3,3497,29,1165.6666666666667,9,9.666666666666666,1.0,200,False
client19723,168,1,387,3,387.0,1,3.0,1.0,387,False
client19724,14,2,8504,30,4252.0,16,15.0,2.0,29,False
client19725,11,10,13973,50,1397.3,26,5.0,5.0,209,True
client19726,279,1,1799,1,1799.0,1,1.0,0.0,1799,False
client19727,34,6,26032,31,4338.666666666667,22,5.166666666666667,1.0,79,False
client19728,348,3,18552,23,6184.0,19,7.666666666666667,0.0,13,False
client19729,44,2,3817,3,1908.5,3,1.5,0.0,74,False
client1973,68,4,4290,10,1072.5,8,2.5,1.0,99,False
client19730,100,2,2275,24,1137.5,9,12.0,0.0,135,False
client19731,693,1,2637,3,2637.0,2,3.0,1.0,438,False
client19732,181,8,7524,122,940.5,74,15.25,1.0,199,False
client19733,483,2,1490,10,745.0,6,5.0,1.0,99,False
client19734,260,1,759,1,759.0,1,1.0,1.0,759,False
client19735,681,1,1998,2,1998.0,1,2.0,0.0,1998,False
client19737,24,3,12751,16,4250.333333333333,6,5.333333333333333,0.0,7150,True
client19739,2,2,4918,25,2459.0,7,12.5,1.0,159,True
client1974,27,1,5789,8,5789.0,5,8.0,0.0,38,False
client19740,6,66,105480,675,1598.1818181818182,281,10.227272727272727,20.0,199,True
client19741,583,1,425,1,425.0,1,1.0,0.0,425,False
client19742,626,1,383,3,383.0,2,3.0,0.0,195,False
client19743,341,1,7087,27,7087.0,16,27.0,0.0,119,False
client19744,634,1,119,1,119.0,1,1.0,0.0,119,False
client19745,310,1,30287,59,30287.0,12,59.0,0.0,9700,False
client19746,406,1,1007,3,1007.0,3,3.0,1.0,719,True
client19748,50,2,6884,9,3442.0,7,4.5,1.0,45,False
client1975,293,2,2593,13,1296.5,11,6.5,0.0,298,False
client19750,342,2,1532,6,766.0,6,3.0,0.0,1199,False
client19751,24,5,2878,8,575.6,8,1.6,2.0,159,False
client19752,6,18,47990,218,2666.1111111111113,48,12.11111111111111,6.0,289,True
client19753,373,1,2493,25,2493.0,12,25.0,0.0,199,False
client19754,150,1,800,20,800.0,17,20.0,0.0,10,False
client19755,181,2,2073,21,1036.5,13,10.5,0.0,13,True
client19756,40,1,994,6,994.0,4,6.0,0.0,79,False
client19757,622,2,1576,22,788.0,13,11.0,0.0,269,False
client19758,266,2,7830,6,3915.0,5,3.0,2.0,135,False
client1976,649,1,1274,8,1274.0,7,8.0,0.0,39,False
client19760,124,3,4225,12,1408.3333333333333,8,4.0,0.0,39,False
client19761,385,2,8345,6,4172.5,4,3.0,2.0,750,False
client19762,2,11,41630,153,3784.5454545454545,54,13.909090909090908,0.0,250,False
client19763,134,2,10734,24,5367.0,15,12.0,1.0,1953,False
client19764,385,1,763,3,763.0,3,3.0,1.0,199,False
client19765,415,1,7318,2,7318.0,2,2.0,0.0,319,False
client19766,10,6,35759,162,5959.833333333333,36,27.0,1.0,55,True
client19767,573,1,3605,3,3605.0,3,3.0,0.0,1805,False
client19768,109,2,12970,60,6485.0,8,30.0,0.0,29,False
client19769,246,6,9950,27,1658.3333333333333,16,4.5,3.0,48,False
client1977,452,1,598,2,598.0,2,2.0,0.0,99,False
client19770,325,2,2045,8,1022.5,7,4.0,0.0,109,True
client19771,217,1,3540,2,3540.0,2,2.0,1.0,2125,False
client19772,102,30,14230,172,474.3333333333333,89,5.733333333333333,11.0,245,True
client19773,5,7,4052,30,578.8571428571429,12,4.285714285714286,1.0,218,True
client19774,269,2,1589,5,794.5,4,2.5,0.0,54,False
client19775,46,1,1210,2,1210.0,1,2.0,0.0,1210,True
client19776,503,1,811,5,811.0,5,5.0,0.0,99,False
client19778,125,1,2787,3,2787.0,3,3.0,0.0,1899,False
client19779,95,10,12585,43,1258.5,27,4.3,3.0,129,True
client1978,18,2,3864,17,1932.0,8,8.5,0.0,13,False
client19781,54,5,12979,22,2595.8,15,4.4,1.0,454,False
client19783,21,13,44150,82,3396.153846153846,31,6.3076923076923075,6.0,51,False
client19784,238,2,1988,8,994.0,5,4.0,1.0,29,False
client19785,86,6,36622,118,6103.666666666667,46,19.666666666666668,1.0,136,True
client19786,503,1,1564,8,1564.0,4,8.0,0.0,175,False
client19787,209,2,2498,2,1249.0,2,1.0,0.0,799,False
client19788,15,26,53312,162,2050.4615384615386,115,6.230769230769231,11.0,79,True
client19789,106,14,11454,43,818.1428571428571,31,3.0714285714285716,8.0,66,False
client1979,378,1,2711,2,2711.0,2,2.0,1.0,169,False
client19790,91,4,1830,16,457.5,13,4.0,3.0,372,True
client19791,113,1,1477,13,1477.0,5,13.0,1.0,345,False
client19792,3,3,2812,4,937.3333333333334,4,1.3333333333333333,0.0,49,False
client19793,1,8,29793,144,3724.125,22,18.0,2.0,109,True
client19794,2,5,21328,26,4265.6,10,5.2,1.0,3596,False
client19795,24,3,6376,15,2125.3333333333335,10,5.0,2.0,3996,False
client19796,7,44,105280,509,2392.7272727272725,114,11.568181818181818,10.0,680,True
client19797,25,3,1451,13,483.6666666666667,12,4.333333333333333,2.0,89,False
client19798,637,1,2844,6,2844.0,2,6.0,1.0,1245,False
client19799,357,2,2572,11,1286.0,5,5.5,1.0,164,False
client198,2,8,6779,38,847.375,13,4.75,4.0,1198,False
client1980,554,1,2389,4,2389.0,4,4.0,1.0,129,False
client19800,176,9,32891,69,3654.5555555555557,35,7.666666666666667,3.0,8254,False
client19801,33,3,6549,25,2183.0,19,8.333333333333334,1.0,249,False
client19802,226,2,983,7,491.5,5,3.5,0.0,198,True
client19803,13,3,13399,26,4466.333333333333,13,8.666666666666666,1.0,501,True
client19804,145,3,30180,101,10060.0,14,33.666666666666664,1.0,997,False
client19805,30,2,1467,11,733.5,10,5.5,0.0,278,False
client19806,59,11,15616,45,1419.6363636363637,21,4.090909090909091,1.0,119,False
client19807,439,3,13070,61,4356.666666666667,24,20.333333333333332,0.0,398,False
client19808,2,15,21669,47,1444.6,30,3.1333333333333333,8.0,209,True
client19809,9,2,2905,5,1452.5,5,2.5,1.0,449,False
client1981,154,4,15755,37,3938.75,28,9.25,2.0,140,False
client19810,542,1,636,4,636.0,4,4.0,0.0,309,False
client19811,531,1,1348,22,1348.0,15,22.0,0.0,29,False
client19812,39,1,2154,6,2154.0,4,6.0,0.0,198,False
client19813,65,3,23587,4,7862.333333333333,3,1.3333333333333333,0.0,1899,False
client19814,118,4,2492,33,623.0,20,8.25,0.0,98,False
client19815,33,3,11110,22,3703.3333333333335,13,7.333333333333333,1.0,239,False
client19816,131,1,1335,5,1335.0,4,5.0,0.0,299,False
client19817,31,8,20894,98,2611.75,33,12.25,2.0,786,False
client19818,114,4,7138,164,1784.5,5,41.0,0.0,8,False
client19819,107,5,6669,46,1333.8,24,9.2,2.0,79,False
client1982,208,21,40954,147,1950.1904761904761,64,7.0,8.0,200,True
client19820,99,1,4297,3,4297.0,2,3.0,1.0,3198,False
client19821,319,1,4906,6,4906.0,5,6.0,0.0,3999,True
client19822,381,1,3780,10,3780.0,7,10.0,0.0,139,False
client19823,297,4,860,12,215.0,12,3.0,1.0,209,False
client19824,105,2,1321,14,660.5,6,7.0,1.0,198,False
client19825,117,4,4608,8,1152.0,6,2.0,0.0,298,False
client19826,178,15,29672,72,1978.1333333333334,41,4.8,6.0,152,False
client19827,113,11,8239,88,749.0,13,8.0,6.0,99,False
client19828,118,21,82542,360,3930.5714285714284,73,17.142857142857142,5.0,202,False
client19829,30,6,8484,54,1414.0,31,9.0,2.0,3681,False
client1983,33,4,26542,47,6635.5,7,11.75,2.0,21000,False
client19830,111,1,2898,2,2898.0,2,2.0,0.0,1899,False
client19831,98,11,21365,120,1942.2727272727273,48,10.909090909090908,4.0,60,False
client19832,20,2,3404,18,1702.0,10,9.0,0.0,169,True
client19833,673,1,6220,6,6220.0,5,6.0,1.0,69,False
client19834,23,16,19372,80,1210.75,46,5.0,5.0,59,False
client19835,86,2,1801,29,900.5,6,14.5,0.0,159,False
client19836,238,9,4308,28,478.6666666666667,23,3.111111111111111,3.0,46,False
client19837,193,9,30200,95,3355.5555555555557,48,10.555555555555555,3.0,228,False
client19838,491,2,5833,8,2916.5,6,4.0,2.0,190,False
client19839,108,4,8471,46,2117.75,23,11.5,2.0,59,False
client1984,231,1,2850,10,2850.0,1,10.0,1.0,2850,False
client19840,120,3,4563,7,1521.0,4,2.3333333333333335,1.0,149,False
client19841,12,26,15575,73,599.0384615384615,38,2.8076923076923075,8.0,258,False
client19842,22,1,4295,25,4295.0,4,25.0,1.0,2250,False
client19843,20,10,5866,45,586.6,29,4.5,3.0,199,False
client19845,263,1,4154,6,4154.0,3,6.0,0.0,99,False
client19846,4,21,105224,290,5010.666666666667,52,13.80952380952381,9.0,45,True
client19847,301,7,293150,317,41878.57142857143,45,45.285714285714285,4.0,218,False
client19848,129,5,9684,14,1936.8,10,2.8,1.0,999,False
client19849,106,7,12550,12,1792.857142857143,12,1.7142857142857142,3.0,79,False
client1985,366,1,963,9,963.0,6,9.0,0.0,149,True
client19850,69,2,9883,3,4941.5,3,1.5,1.0,385,False
client19851,56,4,717,11,179.25,8,2.75,1.0,55,False
client19852,342,1,2893,3,2893.0,3,3.0,0.0,2699,False
client19853,96,3,5449,8,1816.3333333333333,7,2.6666666666666665,1.0,854,False
client19854,110,2,1825,6,912.5,4,3.0,0.0,750,True
client19855,554,4,2778,44,694.5,20,11.0,1.0,25,True
client19856,63,2,5093,7,2546.5,3,3.5,2.0,1398,True
client19857,197,11,3886,32,353.27272727272725,28,2.909090909090909,4.0,117,False
client19859,61,12,11874,59,989.5,29,4.916666666666667,6.0,999,True
client1986,43,5,5912,33,1182.4,18,6.6,2.0,2999,False
client19860,382,1,7260,10,7260.0,8,10.0,0.0,449,False
client19861,427,2,494,6,247.0,2,3.0,2.0,99,False
client19862,363,1,1532,14,1532.0,5,14.0,0.0,999,False
client19863,19,8,11555,52,1444.375,34,6.5,4.0,2517,False
client19864,111,2,3503,29,1751.5,7,14.5,1.0,553,False
client19865,634,1,2561,23,2561.0,5,23.0,0.0,75,False
client19866,355,1,4599,1,4599.0,1,1.0,0.0,4599,False
client19867,76,28,49597,236,1771.3214285714287,206,8.428571428571429,18.0,189,False
client19868,14,13,51037,152,3925.923076923077,41,11.692307692307692,2.0,5196,True
client19869,720,1,10046,32,10046.0,13,32.0,0.0,3998,False
client1987,9,5,3311,9,662.2,7,1.8,1.0,1499,False
client19870,192,4,17442,110,4360.5,71,27.5,1.0,58,False
client19871,98,5,15434,33,3086.8,14,6.6,1.0,45,False
client19872,89,2,3882,8,1941.0,5,4.0,0.0,138,False
client19873,63,1,1075,15,1075.0,6,15.0,1.0,69,False
client19874,209,4,989,7,247.25,7,1.75,1.0,25,False
client19875,495,1,1414,22,1414.0,10,22.0,0.0,55,False
client19876,86,25,18002,101,720.08,45,4.04,8.0,1499,False
client19877,19,12,36919,188,3076.5833333333335,46,15.666666666666666,2.0,117,False
client19878,12,6,4637,33,772.8333333333334,18,5.5,0.0,1045,False
client19879,9,6,28328,66,4721.333333333333,16,11.0,0.0,6198,False
client1988,1,8,8255,74,1031.875,29,9.25,2.0,50,False
client19880,16,4,3169,23,792.25,16,5.75,1.0,138,False
client19881,17,3,17777,55,5925.666666666667,12,18.333333333333332,0.0,196,True
client19882,15,9,17912,59,1990.2222222222222,32,6.555555555555555,3.0,256,False
client19883,15,2,9085,13,4542.5,5,6.5,1.0,910,False
client19884,261,2,15829,23,7914.5,4,11.5,0.0,73,False
client19885,253,2,5479,16,2739.5,4,8.0,2.0,68,False
client19886,411,1,6999,1,6999.0,1,1.0,0.0,6999,False
client19887,73,4,6835,14,1708.75,11,3.5,1.0,199,False
client19888,123,4,1621,16,405.25,13,4.0,0.0,220,False
client19889,164,2,14204,12,7102.0,5,6.0,0.0,162,False
client1989,362,1,1823,45,1823.0,9,45.0,0.0,75,False
client19890,276,1,1395,1,1395.0,1,1.0,0.0,1395,False
client19891,2,39,125363,460,3214.4358974358975,170,11.794871794871796,12.0,710,True
client19892,21,20,29303,146,1465.15,78,7.3,9.0,1155,False
client19893,9,11,22485,95,2044.090909090909,8,8.636363636363637,2.0,149,True
client19894,382,1,6499,1,6499.0,1,1.0,0.0,6499,False
client19895,58,4,12566,10,3141.5,8,2.5,1.0,619,False
client19896,106,1,6833,7,6833.0,4,7.0,1.0,759,False
client19897,11,21,45734,152,2177.809523809524,45,7.238095238095238,4.0,958,True
client19898,4,6,69807,177,11634.5,79,29.5,1.0,829,True
client19899,54,1,269,1,269.0,1,1.0,0.0,269,False
client199,241,7,35105,121,5015.0,27,17.285714285714285,2.0,269,False
client1990,285,4,5727,19,1431.75,8,4.75,2.0,910,True
client19900,338,1,29,1,29.0,1,1.0,0.0,29,False
client19901,726,1,11579,31,11579.0,15,31.0,0.0,1579,False
client19904,9,10,13702,52,1370.2,33,5.2,2.0,534,False
client19905,106,3,4678,17,1559.3333333333333,6,5.666666666666667,1.0,118,False
client19906,546,1,292,7,292.0,5,7.0,1.0,57,False
client19907,106,35,20939,106,598.2571428571429,68,3.0285714285714285,8.0,69,False
client19908,9,17,54459,203,3203.470588235294,60,11.941176470588236,4.0,129,True
client19909,90,15,29911,116,1994.0666666666666,48,7.733333333333333,4.0,278,False
client1991,1,15,15073,129,1004.8666666666667,38,8.6,5.0,39,False
client19910,10,1,7757,103,7757.0,8,103.0,0.0,3465,False
client19911,2,9,38083,16,4231.444444444444,14,1.7777777777777777,2.0,599,False
client19912,149,4,4516,40,1129.0,28,10.0,2.0,87,False
client19913,392,1,1065,25,1065.0,2,25.0,1.0,936,False
client19914,27,20,24696,135,1234.8,59,6.75,5.0,3499,False
client19916,111,3,3915,7,1305.0,5,2.3333333333333335,0.0,61,False
client19917,562,1,2299,1,2299.0,1,1.0,0.0,2299,False
client19918,502,1,2579,13,2579.0,5,13.0,0.0,594,False
client19919,398,1,5999,1,5999.0,1,1.0,0.0,5999,False
client19920,11,1,999,1,999.0,1,1.0,0.0,999,False
client19921,5,3,5480,10,1826.6666666666667,5,3.3333333333333335,1.0,128,True
client19922,114,6,7873,117,1312.1666666666667,65,19.5,3.0,118,False
client19923,7,3,4005,33,1335.0,22,11.0,1.0,599,True
client19924,199,27,47566,203,1761.7037037037037,76,7.518518518518518,9.0,249,False
client19925,1,1,1433,9,1433.0,8,9.0,1.0,249,True
client19926,77,3,2791,11,930.3333333333334,6,3.6666666666666665,2.0,138,False
